date,rating,link
2010-11-21,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2011-09-23,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-12-13,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2013-04-28,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-03-06,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-10-20,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2011-04-30,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2006-11-13,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2008-08-04,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2006-11-02,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2015-03-18,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2011-01-12,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2011-03-29,5.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2010-03-18,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2012-04-29,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2008-10-24,4.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
2013-01-03,1.0,/biz/macys-los-angeles-3?osq=Macys+Department+Store
